objectid,facilityid,name,systemname,status,length,width,trailtype,surftype,hiking,dogwalking,walking,electric,mtbcycle,roadcycle,equestrian,ski,snowmobile,motorcycle,atv,mtrvehicle,skilllevel,condition,installyr,resurfyr,ownedby,maintby,creationdate,creator,editdate,editor,globalid,shlder,shapestlength
79,NA,Mud-Sandy Connector Trail 2,New Hope Creek Greenway,Proposed,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:34:19Z,KRISTYPO,{ACAF0E01-ED48-4D31-ABC0-FF6A60E1321F},NA,1235.89138757252
80,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{43E4FC1F-F3BA-4BED-AA67-4EC56160169A},NA,4895.16998091255
81,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{634F42CA-35AA-4D27-85BE-FD43E4C4650E},NA,568.493901579643
83,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{CF194259-5625-4EC7-AE74-4969D6666B86},NA,693.756306277644
84,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{D822DD00-D70F-4A0F-8BBF-63E0631CCAB4},NA,4758.52666136695
85,NA,Cabin Branch Extension,Little River Greenway,Proposed,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:59:18Z,KRISTYPO,{D851702D-AB13-45EF-9C2B-50EBE9D82CE4},NA,1647.60198763944
86,NA,Third Fork Creek Trail - Phase II,North South Greenway,Proposed,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:05:59Z,KRISTYPO,{C0BCE7DE-22BB-445F-BF56-229B56228204},NA,8399.81133601063
87,NA,ATT - Third Fork Connector,American Tobacco Greenway,Proposed,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:51:30Z,KRISTYPO,{8D66D8A3-8FF6-4753-AF35-693214FD8998},NA,2130.07076861564
88,NA,R. K. Bryant  Bridge South,Pearsontown-Rocky Creek Greenway,Proposed,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:50:39Z,KRISTYPO,{25C1FAFA-5FA0-4345-AA71-5853E86C896E},NA,7845.81611452738
90,NA,Pearsontown Trail,Pearsontown-Rocky Creek Greenway,Proposed,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:48:11Z,KRISTYPO,{D15CA7B3-DD99-4819-9ED8-DA1541FDC1E4},NA,7560.61176866887
91,NA,Plum Street,Pearsontown-Rocky Creek Greenway,Proposed,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:48:46Z,KRISTYPO,{CE61EE88-EF45-49DF-8920-033383A97D01},NA,7944.38072620627
92,NA,Goose Creek Trail West,Roxboro Rail-Trail Greenway,Proposed,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:22:20Z,KRISTYPO,{3CABB057-D3A3-4116-8B41-C97C8F8958BA},NA,3181.11385534963
93,NA,Page Branch Creek Trail,NA,Proposed,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:46:32Z,KRISTYPO,{AEAD49B5-B206-4BC6-8B98-37F13BA7EA69},NA,1260.91641804147
94,NA,Northeast Creek Trail,Northeast Creek Greenway,Proposed,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:44:37Z,KRISTYPO,{936B5EC6-4D0F-4BFC-9F1F-889A24FC7F41},NA,3736.44633767096
95,NA,Burdens Creek Trail,Northeast Creek Greenway,Proposed,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:58:27Z,KRISTYPO,{76E1E3BB-1FC7-44BF-A14E-2141DFB4CB52},NA,2295.43224162998
97,NA,Southwest Creek Trail,Crooked Creek Greenway,Proposed,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:03:20Z,KRISTYPO,{50D7A9BB-A60F-42F9-9E1F-CF46C229EF64},NA,8533.11291168376
98,NA,Eagle Spur Trail,American Tobacco Greenway,Proposed,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:13:56Z,KRISTYPO,{3749C157-F075-41B3-9BA5-F5A3FB09F919},NA,12278.7796574954
99,NA,Nancy Rhodes Creek Trail,Eno River Greenway,Proposed,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:35:19Z,KRISTYPO,{CC83407F-171B-4243-B9C6-5AC873643A5A},NA,915.49704094359
100,NA,Cheek Road-NC 98 Trail,Little Lick Creek Greenway,Proposed,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-11-08T01:40:27Z,PARKS,{2DE476B2-264D-48D5-BDD1-F81D2D90A72C},NA,25048.0342918234
101,NA,Dry Creek Trail,New Hope Creek Greenway,Proposed,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:10:03Z,KRISTYPO,{194B0C6E-C408-4B37-A3C1-36B3CD439086},NA,1523.3357869106
102,NA,Mud Creek Trail,New Hope Creek Greenway,Proposed,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:34:47Z,KRISTYPO,{66262C21-6BB9-4A7A-9BBC-087015ECE296},NA,2981.59367641681
103,NA,Mud Creek Trail,New Hope Creek Greenway,Proposed,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:34:47Z,KRISTYPO,{B5F42D68-A609-4AB2-B5F9-4DF4CCFD13AC},NA,1605.26946462757
104,NA,Mud Creek Trail,New Hope Creek Greenway,Proposed,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:34:47Z,KRISTYPO,{B36F89BF-D748-4A0F-8DB1-829BBD083197},NA,8036.20263702462
105,NA,Mud Creek Trail,New Hope Creek Greenway,Proposed,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:34:47Z,KRISTYPO,{2BFD660B-4966-48DF-B395-9C4F4A5F765E},NA,546.625551949232
106,NA,Lick Creek Trail,Lick Creek Greenway,Proposed,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:28:07Z,KRISTYPO,{7F12CB31-365F-4344-A423-BC39C715BF1F},NA,15219.1159206106
107,NA,Lick Creek Tributary Trail,Lick Creek Greenway,Proposed,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:28:36Z,KRISTYPO,{068AB4E7-9270-425D-9F01-FE473BBA1A51},NA,6415.39194426995
108,NA,Martin Branch Creek Trail,Lick Creek Greenway,Proposed,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:30:54Z,KRISTYPO,{49FDAF7E-653F-404B-A998-89B8968D1D45},NA,14462.6248166903
109,NA,Brier Creek Trail East,Lick Creek Greenway,Proposed,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:54:07Z,KRISTYPO,{EBC74022-E92F-4A5A-91A6-593B5A220D73},NA,43.3722330983748
110,NA,Brier Creek Trail West,Lick Creek Greenway,Proposed,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:54:30Z,KRISTYPO,{52D3A7C7-D65B-4FDE-8463-BC8832C2D880},NA,4164.85971170438
111,NA,Chunky Pipe Creek Trail,Little Lick Creek Greenway,Proposed,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:03:21Z,KRISTYPO,{3349FF43-B46E-4EE2-A4A1-3BD5443D26D1},NA,3078.43683903678
112,NA,Chunky Pipe Creek Trail,Little Lick Creek Greenway,Proposed,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:03:22Z,KRISTYPO,{B17A65AA-6EA3-4C8A-BEF2-A40629BB492C},NA,4015.21439021336
113,NA,Little Lick Creek Trail,Little Lick Creek Greenway,Proposed,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:29:28Z,KRISTYPO,{A9766550-A01A-477B-B18B-ABE9329C6400},NA,1790.93581384645
114,NA,Oak Grove Trail,Little Lick Creek Greenway,Proposed,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:45:03Z,KRISTYPO,{30C0B6C0-C731-4B40-81A4-CD22F9E51678},NA,59.043518077892
115,NA,Oak Grove Trail,Little Lick Creek Greenway,Proposed,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:45:03Z,KRISTYPO,{D37109CA-C430-4A8D-9E5E-2483D4681978},NA,107.757461423423
116,NA,Birchwood Trail,Little Lick Creek Greenway,Proposed,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T18:52:45Z,KRISTYPO,{C9B45488-FBC9-44E7-9AB7-6010BC2720B7},NA,5048.45386364805
117,NA,Southern High School Trail,Little Lick Creek Greenway,Proposed,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:02:58Z,KRISTYPO,{16DF84DE-7712-413F-A080-3299980E2855},NA,33.5259868630773
118,NA,Southern High School Trail,Little Lick Creek Greenway,Proposed,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:03:00Z,KRISTYPO,{5793333E-42EC-4DCA-B905-B5D441BFD6FB},NA,96.0534703318973
119,NA,Twin Lakes Trail,Little Lick Creek Greenway,Proposed,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:07:05Z,KRISTYPO,{EC44A733-FC13-467E-A396-DBA8C57CFEE4},NA,456.769515249904
120,NA,Roxboro Rail Trail,Roxboro Rail-Trail Greenway,Proposed,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:55:29Z,KRISTYPO,{AFB1E551-9DBF-4BA3-9F25-D7C29F010C10},NA,80463.3535465536
122,NA,Willow Pond Trail,Eno River Greenway,Proposed,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:12:07Z,KRISTYPO,{F23B36B1-162D-4244-A7E4-90D7CE8209FE},NA,4690.95890764416
123,NA,Crooked Run Creek Trail,Eno River Greenway,Proposed,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:07:02Z,KRISTYPO,{2F92A847-0487-46DA-B5E7-E16F643E9A8B},NA,13618.2044667999
124,NA,Eno River Trail,Eno River Greenway,Proposed,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:18:05Z,KRISTYPO,{05937A8E-D592-48B1-9EC1-1BC6E1F51B37},NA,522.495710783154
125,NA,Seven Mile Creek Trail,Little River Greenway,Proposed,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:00:31Z,KRISTYPO,{58BD7388-AD1A-4222-84C3-7C7A4B67B296},NA,4543.727603103
127,NA,Cain Creek Trail East,Little River Greenway,Proposed,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:01:09Z,KRISTYPO,{B1EEF950-4048-47E8-B0D0-6348F0B8E2CC},NA,11811.0056077759
128,NA,Cain Creek Trail North,Little River Greenway,Proposed,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:01:26Z,KRISTYPO,{65300494-8DD7-4E6E-B0DD-2CBA305C48E8},NA,6546.96368609027
129,NA,Craig Road Street Connector,Little River Greenway,Proposed,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:05:24Z,KRISTYPO,{AB5D4DAA-C070-46E7-AC07-440AD8EE183D},NA,2285.93839502137
130,NA,Seven Mile Creek Trail North,Little River Greenway,Proposed,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:00:51Z,KRISTYPO,{9C2FA8AD-8266-44B4-BFD2-8105C9EA8D2C},NA,6490.84607509883
131,NA,Cain Creek Sidewalk Trail Connector,Little River Greenway,Proposed,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:00:01Z,KRISTYPO,{E02DDB07-EDB9-4A65-866B-DDD2EA1100F0},NA,6422.86973957227
132,NA,Cub Creek Sidewalk Trail,Eno River Greenway,Proposed,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:07:49Z,KRISTYPO,{A9BA3B76-708A-468B-B531-1920E979E961},NA,230.913120053092
133,NA,Cub Creek Trail,Eno River Greenway,Proposed,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:08:23Z,KRISTYPO,{EE020C52-5FC2-4C4E-8CB1-3A6764C9D343},NA,9098.57745428713
134,NA,Lake Michie North Trail,Flat River Greenway,Proposed,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:24:04Z,KRISTYPO,{8FB3E7B7-6BDE-4C14-9CC4-3C997FDAF0E6},NA,45124.352754389
135,NA,Lake Michie Street Trail,Flat River Greenway,Proposed,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:24:53Z,KRISTYPO,{2C418461-E7DB-4C47-9646-1EFD299FA2E5},NA,2072.57300514074
136,NA,Lake Michie South Trail,Flat River Greenway,Proposed,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:24:28Z,KRISTYPO,{74DA5D31-80DC-4059-B0AA-934F9F26A6E2},NA,34899.6741889582
137,NA,Flat River Trail,Flat River Greenway,Proposed,7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:18:57Z,KRISTYPO,{FC5D2E7D-B2EA-4C4B-BF8A-72AB42453D4C},NA,37423.1972538514
138,NA,Little River Center Trail,Little River Greenway,Proposed,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:29:48Z,KRISTYPO,{1CB209DA-8186-4241-9782-2818379657D0},NA,4796.17773099549
139,NA,Flat River Street Trail,Flat River Greenway,Proposed,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:18:28Z,KRISTYPO,{8052103C-A016-4DFA-AA41-D4D10F62A836},NA,1860.03498767618
140,NA,Eno River Trail,Eno River Greenway,Proposed,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:18:06Z,KRISTYPO,{045F449A-7726-4B78-BDB4-26CE5F11A04C},NA,2327.48824178274
143,NA,Panther Creek Rail Trail,Little Lick Creek Greenway,Proposed,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:47:05Z,KRISTYPO,{EF57F606-225D-449A-A331-3D746C1DB12B},NA,22076.0978400232
144,NA,Quail Roost Trail,Little River Greenway,Proposed,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:50:08Z,KRISTYPO,{8D0A47DA-DD25-442C-A59C-774303066348},NA,3618.02983940998
145,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{1A27FD0B-4472-4B00-A011-BD394E69B919},NA,3963.26520529262
146,NA,New Hope-Third Fork Connector,New Hope Creek Greenway,Proposed,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:35:40Z,KRISTYPO,{1EA21345-4D90-4605-A269-BBC67EABC037},NA,2606.51585386249
147,NA,Glover Road Trail,Lick Creek Greenway,Proposed,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:21:33Z,KRISTYPO,{8319483C-52F2-4F38-9E7E-0EAC00570AB4},NA,1015.16591996523
148,NA,Glover Road Trail,Lick Creek Greenway,Proposed,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:21:27Z,KRISTYPO,{57E10342-B12C-4CDD-9A39-43B1C977698E},NA,598.741511318147
149,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{7D4C69B9-0DE8-4EBE-9924-40A2BAC66719},NA,4954.58608494957
150,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{6C93F5D6-FB80-4B34-BF73-1ADEE433C1DC},NA,3381.48165322343
151,NA,New Hope Creek Trail,New Hope Creek Greenway,Proposed,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Durham County,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:41:02Z,KRISTYPO,{8AAB37CD-5812-409F-A427-3E7A90981BA2},NA,1065.45037285302
152,NA,Little Creek Connector,New Hope Creek Greenway,Proposed,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:28:57Z,KRISTYPO,{F145DF1A-3527-409E-8E2A-921F6515298F},NA,7665.39882122361
153,NA,Mud-Sandy Connector Trail 1,New Hope Creek Greenway,Proposed,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:33:59Z,KRISTYPO,{27B73323-059A-4238-8F9C-B774806D8FCE},NA,5294.47015491849
154,NA,Forest Hills to Lyon Park Connector Trail,North South Greenway,Proposed,1.14,10,Multi Use Path,Asphalt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-07-02T17:42:53Z,LINDSAYSM,{1CDDE20B-8096-48CF-8FE7-33E0D46D5310},NA,4918.06534515534
155,NA,Third Fork Creek Trail,North South Greenway,Proposed,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T20:05:41Z,KRISTYPO,{F23A929A-096F-4F97-AF23-F103A3C23C03},NA,9981.12062464568
156,NA,North Ellerbee Creek Trail,North South Greenway,Proposed,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-10-30T18:56:34Z,Kristypo@DURHAM_DOMAIN,{76B4895A-F774-488C-B9D9-0E08BF5D915E},NA,9293.49523802735
157,NA,Durham Belt Line Extension,North South Greenway,Proposed,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-01-15T19:12:47Z,KRISTYPO,{5B51251A-B9CD-4B13-86D1-27C8A5DF4661},NA,2483.42665787575
158,NA,Warren Creek Trail,North South Greenway,Proposed,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,City of Durham,NA,2018-12-17T19:50:11Z,KRISTYPO,2019-08-02T19:37:13Z,LINDSAYSM,{5B5C4BB5-C165-4353-BA44-70D828B70A4C},NA,8601.64527327222
